item_id,item_name,item_description,item_type,item_price,ingredients,calories,rating,sales_count,cost_per_item
514,fish pork vegetables beef appetizer,satisfying appetizer,appetizer,17.57,"['fish', 'pork', 'vegetables', 'beef']",463,4.12,29,8.89
515,fish tofu shrimp entree,healthy entree,entree,7.43,"['fish', 'tofu', 'shrimp']",189,2.61,36,4.38
516,fish noodles vegetables tofu drink,mouth-watering drink,drink,17,"['fish', 'noodles', 'vegetables', 'tofu']",707,1.25,89,5.64
517,tofu fish chicken drink,healthy drink,drink,18.13,"['tofu', 'fish', 'chicken']",971,4.74,88,7.47
518,bread beef drink,tasty drink,drink,6.74,"['bread', 'beef']",347,3.56,81,2.85
519,pork appetizer,healthy appetizer,appetizer,14.78,['pork'],389,3.22,48,5.87
520,pork beef chicken fish dessert,hearty dessert,dessert,15.02,"['pork', 'beef', 'chicken', 'fish']",197,4.18,68,8
521,vegetables dessert,delicious dessert,dessert,9.16,['vegetables'],802,1.14,56,4.14
522,beef pork drink,delicious drink,drink,5.57,"['beef', 'pork']",251,2.39,99,2.18
523,fish entree,tasty entree,entree,15.61,['fish'],597,1.81,55,3.17
524,chicken dessert,mouth-watering dessert,dessert,12.63,['chicken'],735,4.58,9,3.24
525,bread pork dessert,delicious dessert,dessert,10,"['bread', 'pork']",823,3.04,91,4.77
526,shrimp noodles chicken drink,hearty drink,drink,8.08,"['shrimp', 'noodles', 'chicken']",873,4.37,8,4.66
527,rice bread tofu dessert,satisfying dessert,dessert,15.33,"['rice', 'bread', 'tofu']",942,1.64,99,5.97
528,vegetables tofu shrimp rice entree,mouth-watering entree,entree,16.65,"['vegetables', 'tofu', 'shrimp', 'rice']",126,2.31,82,7.53
529,beef bread appetizer,hearty appetizer,appetizer,15.38,"['beef', 'bread']",795,4.62,89,3.52
530,bread beef tofu appetizer,tasty appetizer,appetizer,9.4,"['bread', 'beef', 'tofu']",742,3.15,94,5.6
531,vegetables appetizer,satisfying appetizer,appetizer,5.15,['vegetables'],873,2.17,36,1.52
532,tofu bread noodles drink,satisfying drink,drink,18.13,"['tofu', 'bread', 'noodles']",702,1.8,29,5.73
533,chicken fish beef appetizer,delicious appetizer,appetizer,17.14,"['chicken', 'fish', 'beef']",232,4.65,99,7.04
534,beef rice chicken appetizer,hearty appetizer,appetizer,16.46,"['beef', 'rice', 'chicken']",440,4.7,81,8.99
535,tofu noodles entree,tasty entree,entree,18.44,"['tofu', 'noodles']",514,1.12,43,5.43
536,shrimp entree,satisfying entree,entree,10.33,['shrimp'],846,3.01,15,4.14
537,noodles vegetables entree,healthy entree,entree,16.29,"['noodles', 'vegetables']",203,1.91,45,9.72
538,bread rice fish beef appetizer,tasty appetizer,appetizer,17.41,"['bread', 'rice', 'fish', 'beef']",460,2.2,100,9.42
539,bread pork entree,mouth-watering entree,entree,9.7,"['bread', 'pork']",149,2.39,24,5.26
540,shrimp entree,mouth-watering entree,entree,11,['shrimp'],438,3.22,96,4.31
541,chicken entree,satisfying entree,entree,10.86,['chicken'],340,1.35,59,5.67
542,fish rice beef drink,healthy drink,drink,18.05,"['fish', 'rice', 'beef']",873,4.72,99,9.05
543,noodles bread entree,healthy entree,entree,17.1,"['noodles', 'bread']",577,3.07,39,8.42
544,pork chicken beef noodles drink,delicious drink,drink,6.21,"['pork', 'chicken', 'beef', 'noodles']",504,4.36,66,3.07
545,pork appetizer,satisfying appetizer,appetizer,13.56,['pork'],834,3.95,44,3.73
546,pork fish shrimp noodles drink,healthy drink,drink,19.85,"['pork', 'fish', 'shrimp', 'noodles']",689,1.29,2,5.32
547,rice noodles appetizer,satisfying appetizer,appetizer,10.04,"['rice', 'noodles']",651,4.96,33,4.8
548,noodles rice tofu dessert,tasty dessert,dessert,9.55,"['noodles', 'rice', 'tofu']",502,4.56,22,3.9
549,tofu beef bread appetizer,satisfying appetizer,appetizer,11.98,"['tofu', 'beef', 'bread']",279,1.09,14,3.83
550,vegetables tofu appetizer,hearty appetizer,appetizer,13.18,"['vegetables', 'tofu']",569,1.07,76,6.23
551,chicken noodles fish entree,hearty entree,entree,7.69,"['chicken', 'noodles', 'fish']",134,2.05,31,4.5
552,chicken noodles dessert,delicious dessert,dessert,13.41,"['chicken', 'noodles']",980,2.37,20,3.81
553,pork vegetables noodles appetizer,mouth-watering appetizer,appetizer,15.93,"['pork', 'vegetables', 'noodles']",445,4.21,63,9.5
554,fish tofu drink,satisfying drink,drink,14.69,"['fish', 'tofu']",146,3.93,63,3.79
555,chicken vegetables shrimp beef dessert,satisfying dessert,dessert,15.78,"['chicken', 'vegetables', 'shrimp', 'beef']",366,1.03,45,7.93
556,chicken drink,mouth-watering drink,drink,11.88,['chicken'],379,1.71,73,4.9
557,tofu vegetables appetizer,tasty appetizer,appetizer,17.13,"['tofu', 'vegetables']",650,2.4,94,8.21
558,tofu drink,mouth-watering drink,drink,9.66,['tofu'],725,3.69,99,4.37
559,vegetables shrimp drink,mouth-watering drink,drink,15.57,"['vegetables', 'shrimp']",640,3.81,7,6.02
560,chicken rice noodles fish drink,tasty drink,drink,18.52,"['chicken', 'rice', 'noodles', 'fish']",914,4.95,77,5.24
561,vegetables dessert,delicious dessert,dessert,13.53,['vegetables'],953,4.57,26,5.18
562,noodles rice dessert,delicious dessert,dessert,15.47,"['noodles', 'rice']",516,3.9,68,8.44
563,shrimp pork beef fish entree,healthy entree,entree,13.51,"['shrimp', 'pork', 'beef', 'fish']",309,2.01,4,5.18
564,fish chicken noodles dessert,tasty dessert,dessert,12.7,"['fish', 'chicken', 'noodles']",580,3.49,87,7.4
565,pork entree,healthy entree,entree,14.81,['pork'],996,4.58,72,6.89
566,chicken noodles dessert,mouth-watering dessert,dessert,19.63,"['chicken', 'noodles']",145,3.41,45,9.45
567,bread tofu dessert,hearty dessert,dessert,9.99,"['bread', 'tofu']",776,1.73,96,2.18
568,noodles pork fish chicken dessert,healthy dessert,dessert,15.7,"['noodles', 'pork', 'fish', 'chicken']",525,2.46,36,7.3
569,vegetables chicken tofu noodles entree,satisfying entree,entree,5.09,"['vegetables', 'chicken', 'tofu', 'noodles']",853,4.86,57,1.28
570,fish vegetables pork bread appetizer,mouth-watering appetizer,appetizer,13.41,"['fish', 'vegetables', 'pork', 'bread']",272,4.07,98,4.66
571,vegetables noodles shrimp rice drink,hearty drink,drink,17.36,"['vegetables', 'noodles', 'shrimp', 'rice']",536,3.85,8,8.71
572,shrimp vegetables rice dessert,satisfying dessert,dessert,16.85,"['shrimp', 'vegetables', 'rice']",131,3.13,26,6.79
573,pork vegetables chicken shrimp dessert,hearty dessert,dessert,7.65,"['pork', 'vegetables', 'chicken', 'shrimp']",906,1.27,9,3.86
574,fish chicken vegetables appetizer,delicious appetizer,appetizer,14.02,"['fish', 'chicken', 'vegetables']",628,2.2,35,4.11
575,beef pork dessert,tasty dessert,dessert,18.33,"['beef', 'pork']",186,1.54,89,8.35
576,noodles rice pork vegetables appetizer,satisfying appetizer,appetizer,10.38,"['noodles', 'rice', 'pork', 'vegetables']",413,4.71,35,6.06
577,bread pork beef drink,hearty drink,drink,13.22,"['bread', 'pork', 'beef']",567,3.34,64,7.16
578,shrimp noodles chicken pork drink,delicious drink,drink,18.57,"['shrimp', 'noodles', 'chicken', 'pork']",317,1.93,10,4.27
579,noodles vegetables dessert,delicious dessert,dessert,11.04,"['noodles', 'vegetables']",708,1.55,5,4.35
580,chicken tofu fish shrimp entree,healthy entree,entree,19.75,"['chicken', 'tofu', 'fish', 'shrimp']",950,1.99,9,4.12
581,beef fish vegetables entree,tasty entree,entree,18.37,"['beef', 'fish', 'vegetables']",501,4.49,27,9.31
582,fish beef dessert,healthy dessert,dessert,7.67,"['fish', 'beef']",599,4.72,1,3.48
583,beef noodles shrimp bread appetizer,hearty appetizer,appetizer,17.25,"['beef', 'noodles', 'shrimp', 'bread']",121,1.58,57,5.17
584,noodles vegetables pork entree,satisfying entree,entree,18.66,"['noodles', 'vegetables', 'pork']",711,1.5,42,7.49
585,noodles bread beef entree,hearty entree,entree,11.05,"['noodles', 'bread', 'beef']",839,3.92,34,4.3
586,beef shrimp dessert,hearty dessert,dessert,8.8,"['beef', 'shrimp']",962,2.66,20,1.89
587,shrimp pork bread vegetables appetizer,healthy appetizer,appetizer,11.53,"['shrimp', 'pork', 'bread', 'vegetables']",458,2.47,62,6.51
588,vegetables pork bread fish appetizer,delicious appetizer,appetizer,6.08,"['vegetables', 'pork', 'bread', 'fish']",400,2.88,57,2.09
589,shrimp vegetables noodles drink,tasty drink,drink,14.33,"['shrimp', 'vegetables', 'noodles']",450,2.55,42,5.28
590,shrimp tofu chicken dessert,healthy dessert,dessert,10.69,"['shrimp', 'tofu', 'chicken']",756,1.56,36,3.27
591,noodles fish vegetables appetizer,mouth-watering appetizer,appetizer,12.06,"['noodles', 'fish', 'vegetables']",634,4.15,57,6.12
592,tofu fish dessert,tasty dessert,dessert,16.67,"['tofu', 'fish']",986,2.38,83,8.99
593,vegetables bread chicken shrimp appetizer,mouth-watering appetizer,appetizer,19.7,"['vegetables', 'bread', 'chicken', 'shrimp']",529,4.59,6,9.11
594,noodles fish entree,satisfying entree,entree,11.02,"['noodles', 'fish']",777,4.18,31,5.68
595,vegetables shrimp beef noodles drink,delicious drink,drink,16.96,"['vegetables', 'shrimp', 'beef', 'noodles']",485,2.64,97,9.3
596,fish dessert,healthy dessert,dessert,6.18,['fish'],224,2.71,50,2.49
597,noodles tofu vegetables shrimp drink,hearty drink,drink,19.98,"['noodles', 'tofu', 'vegetables', 'shrimp']",941,4.93,70,10.98
598,bread entree,satisfying entree,entree,10.43,['bread'],914,2.84,83,3.51
599,pork vegetables shrimp appetizer,satisfying appetizer,appetizer,12.23,"['pork', 'vegetables', 'shrimp']",895,1.67,87,4.85
600,pork chicken beef entree,tasty entree,entree,15.17,"['pork', 'chicken', 'beef']",131,4.84,6,8.4
601,noodles bread dessert,mouth-watering dessert,dessert,8.3,"['noodles', 'bread']",747,1.69,84,2.72
602,beef rice shrimp entree,delicious entree,entree,12.05,"['beef', 'rice', 'shrimp']",189,3.38,14,7.16
603,tofu noodles beef appetizer,mouth-watering appetizer,appetizer,7.11,"['tofu', 'noodles', 'beef']",578,4.5,24,2.02
604,noodles vegetables tofu entree,mouth-watering entree,entree,6,"['noodles', 'vegetables', 'tofu']",730,4.94,62,2.28
605,noodles chicken tofu drink,satisfying drink,drink,18.84,"['noodles', 'chicken', 'tofu']",202,4.27,62,9.53
606,beef rice pork vegetables entree,satisfying entree,entree,19.15,"['beef', 'rice', 'pork', 'vegetables']",196,2.73,60,7.34
607,tofu bread noodles drink,delicious drink,drink,14.09,"['tofu', 'bread', 'noodles']",321,1.89,34,7.66
608,rice fish dessert,hearty dessert,dessert,13.88,"['rice', 'fish']",384,2.75,24,5.63
609,rice beef appetizer,healthy appetizer,appetizer,19.02,"['rice', 'beef']",387,3.46,11,9.3
610,chicken beef rice entree,mouth-watering entree,entree,7.56,"['chicken', 'beef', 'rice']",688,2.36,74,2.15
611,beef bread tofu entree,hearty entree,entree,16.93,"['beef', 'bread', 'tofu']",180,3.26,61,8.09
612,tofu pork chicken shrimp drink,hearty drink,drink,14.42,"['tofu', 'pork', 'chicken', 'shrimp']",681,1.11,33,8.44
613,fish vegetables pork dessert,delicious dessert,dessert,7.92,"['fish', 'vegetables', 'pork']",220,4.17,99,3.25
614,vegetables chicken beef drink,healthy drink,drink,16.09,"['vegetables', 'chicken', 'beef']",419,1.04,4,4.37
615,vegetables beef shrimp noodles entree,mouth-watering entree,entree,7.78,"['vegetables', 'beef', 'shrimp', 'noodles']",416,3.33,1,3.58
616,vegetables fish beef appetizer,delicious appetizer,appetizer,9.6,"['vegetables', 'fish', 'beef']",936,4.82,69,4.83
617,noodles entree,satisfying entree,entree,16.75,['noodles'],212,4.87,79,6.31
618,noodles vegetables bread rice entree,tasty entree,entree,15.97,"['noodles', 'vegetables', 'bread', 'rice']",197,2.91,82,4.05
619,rice pork bread drink,hearty drink,drink,13.34,"['rice', 'pork', 'bread']",502,1.07,29,2.95
620,pork tofu dessert,tasty dessert,dessert,18.8,"['pork', 'tofu']",849,2.81,28,4.47
621,noodles rice vegetables beef entree,satisfying entree,entree,15.3,"['noodles', 'rice', 'vegetables', 'beef']",102,1.02,97,8.35
622,fish chicken appetizer,satisfying appetizer,appetizer,17.85,"['fish', 'chicken']",874,2.26,24,5.2
623,noodles vegetables pork dessert,healthy dessert,dessert,9.8,"['noodles', 'vegetables', 'pork']",892,4.34,18,2.43
624,chicken noodles tofu dessert,satisfying dessert,dessert,6.44,"['chicken', 'noodles', 'tofu']",629,3.3,47,2.3
625,shrimp rice beef fish drink,healthy drink,drink,13.07,"['shrimp', 'rice', 'beef', 'fish']",945,1.69,38,5.4
626,rice noodles vegetables appetizer,tasty appetizer,appetizer,6.76,"['rice', 'noodles', 'vegetables']",111,2.26,24,1.6
627,fish noodles tofu rice dessert,satisfying dessert,dessert,6.26,"['fish', 'noodles', 'tofu', 'rice']",517,1.1,45,1.3
628,rice vegetables noodles chicken drink,satisfying drink,drink,11.71,"['rice', 'vegetables', 'noodles', 'chicken']",553,2.93,92,4.46
629,noodles vegetables appetizer,satisfying appetizer,appetizer,5.02,"['noodles', 'vegetables']",566,1.05,23,2.49
630,vegetables chicken beef fish drink,satisfying drink,drink,13.47,"['vegetables', 'chicken', 'beef', 'fish']",876,4.77,53,4.27
631,rice chicken fish tofu drink,mouth-watering drink,drink,14.19,"['rice', 'chicken', 'fish', 'tofu']",804,4.03,37,5.69
632,rice entree,hearty entree,entree,14.2,['rice'],336,4.71,77,5.67
633,noodles dessert,tasty dessert,dessert,13.8,['noodles'],170,2.83,6,3.53
634,fish rice tofu dessert,delicious dessert,dessert,17.66,"['fish', 'rice', 'tofu']",907,1.65,96,7.86
635,fish rice vegetables beef appetizer,hearty appetizer,appetizer,19.22,"['fish', 'rice', 'vegetables', 'beef']",114,2.83,54,4.45
636,pork bread shrimp rice entree,hearty entree,entree,15.24,"['pork', 'bread', 'shrimp', 'rice']",572,3.46,44,4.51
637,fish appetizer,tasty appetizer,appetizer,10.2,['fish'],380,3.52,42,2.29
638,tofu pork drink,mouth-watering drink,drink,17.18,"['tofu', 'pork']",727,1.06,5,6.25
639,shrimp fish chicken pork drink,satisfying drink,drink,10.48,"['shrimp', 'fish', 'chicken', 'pork']",168,1.91,4,3.27
640,noodles beef dessert,satisfying dessert,dessert,7.11,"['noodles', 'beef']",192,3.35,37,2.58
641,tofu vegetables dessert,hearty dessert,dessert,17.67,"['tofu', 'vegetables']",976,3.08,50,7.03
642,bread beef vegetables dessert,hearty dessert,dessert,15.45,"['bread', 'beef', 'vegetables']",332,1.48,0,7.53
643,shrimp beef drink,healthy drink,drink,9.65,"['shrimp', 'beef']",302,2.41,62,2.89
644,fish drink,satisfying drink,drink,8.24,['fish'],671,3.57,51,3.03
645,tofu appetizer,tasty appetizer,appetizer,6.62,['tofu'],472,4.37,9,3.88
646,tofu fish pork appetizer,tasty appetizer,appetizer,9.61,"['tofu', 'fish', 'pork']",703,1.28,10,5.19
647,vegetables bread entree,delicious entree,entree,12,"['vegetables', 'bread']",980,1.07,84,5.17
648,vegetables drink,satisfying drink,drink,17.4,['vegetables'],337,3.59,39,7.25
649,shrimp chicken tofu appetizer,tasty appetizer,appetizer,12,"['shrimp', 'chicken', 'tofu']",946,3.63,33,5.12
650,chicken vegetables shrimp noodles appetizer,mouth-watering appetizer,appetizer,11.36,"['chicken', 'vegetables', 'shrimp', 'noodles']",136,4.54,49,4.31
651,bread entree,hearty entree,entree,13.24,['bread'],341,3.95,92,4.58
652,beef chicken tofu pork drink,tasty drink,drink,13.92,"['beef', 'chicken', 'tofu', 'pork']",259,3.11,17,7.82
653,beef fish entree,healthy entree,entree,5.89,"['beef', 'fish']",619,4.57,30,2.19
654,rice bread shrimp vegetables appetizer,delicious appetizer,appetizer,18.68,"['rice', 'bread', 'shrimp', 'vegetables']",336,2.92,4,7.26
655,bread vegetables tofu beef dessert,tasty dessert,dessert,6.39,"['bread', 'vegetables', 'tofu', 'beef']",752,2.2,18,1.34
656,beef fish chicken pork drink,satisfying drink,drink,14.72,"['beef', 'fish', 'chicken', 'pork']",600,3.59,2,8.34
657,tofu drink,hearty drink,drink,12.26,['tofu'],597,2.27,38,4.65
658,shrimp vegetables beef entree,satisfying entree,entree,12.3,"['shrimp', 'vegetables', 'beef']",992,1.13,23,2.85
659,chicken drink,mouth-watering drink,drink,14.07,['chicken'],933,1.72,27,7.2
660,beef entree,hearty entree,entree,8.92,['beef'],590,2.87,76,2.07
661,vegetables entree,hearty entree,entree,7.18,['vegetables'],568,2.54,39,2.01
662,shrimp pork chicken rice dessert,hearty dessert,dessert,6.67,"['shrimp', 'pork', 'chicken', 'rice']",823,1.01,0,1.81
663,tofu dessert,tasty dessert,dessert,5.55,['tofu'],572,3.74,1,1.12
664,chicken beef shrimp vegetables appetizer,healthy appetizer,appetizer,10.79,"['chicken', 'beef', 'shrimp', 'vegetables']",553,4.35,20,3.04
665,bread noodles dessert,healthy dessert,dessert,18.58,"['bread', 'noodles']",649,2.27,73,4.45
666,vegetables noodles fish drink,satisfying drink,drink,10.9,"['vegetables', 'noodles', 'fish']",217,1.23,75,4.77
667,tofu chicken rice entree,tasty entree,entree,11.6,"['tofu', 'chicken', 'rice']",458,3.44,11,6.03
668,shrimp pork tofu beef appetizer,satisfying appetizer,appetizer,8.27,"['shrimp', 'pork', 'tofu', 'beef']",162,3.03,1,4.91
669,rice tofu chicken fish entree,hearty entree,entree,9.36,"['rice', 'tofu', 'chicken', 'fish']",716,4.49,62,4.27
670,chicken tofu bread rice appetizer,tasty appetizer,appetizer,18.86,"['chicken', 'tofu', 'bread', 'rice']",769,2.12,57,4.55
671,beef rice dessert,hearty dessert,dessert,11.24,"['beef', 'rice']",832,2.53,96,3.77
672,noodles pork bread vegetables drink,healthy drink,drink,19.07,"['noodles', 'pork', 'bread', 'vegetables']",836,3.98,64,4.58
673,bread chicken beef dessert,hearty dessert,dessert,9.94,"['bread', 'chicken', 'beef']",609,4.29,6,4.35
674,rice fish entree,satisfying entree,entree,17.42,"['rice', 'fish']",265,2.73,24,9.95
675,beef vegetables pork entree,delicious entree,entree,5.27,"['beef', 'vegetables', 'pork']",363,4.29,19,2.64
676,pork appetizer,healthy appetizer,appetizer,10.91,['pork'],446,4.7,13,4.73
677,rice noodles beef tofu dessert,tasty dessert,dessert,17.85,"['rice', 'noodles', 'beef', 'tofu']",818,3.3,9,4.95
678,bread vegetables drink,satisfying drink,drink,18.97,"['bread', 'vegetables']",585,1.99,45,11.23
679,pork tofu beef fish drink,healthy drink,drink,10.31,"['pork', 'tofu', 'beef', 'fish']",590,2.26,83,4.39
680,rice bread fish appetizer,delicious appetizer,appetizer,15.93,"['rice', 'bread', 'fish']",390,2.69,78,3.35
681,shrimp vegetables appetizer,healthy appetizer,appetizer,5.75,"['shrimp', 'vegetables']",426,3.67,56,2.12
682,noodles pork tofu shrimp drink,satisfying drink,drink,11.62,"['noodles', 'pork', 'tofu', 'shrimp']",845,4.19,4,3.69
683,vegetables tofu beef dessert,satisfying dessert,dessert,5.41,"['vegetables', 'tofu', 'beef']",919,3.94,2,2.71
684,pork shrimp drink,healthy drink,drink,7.72,"['pork', 'shrimp']",306,3.03,50,3.18
685,vegetables bread noodles tofu entree,mouth-watering entree,entree,12.5,"['vegetables', 'bread', 'noodles', 'tofu']",827,3.84,77,5.75
686,rice shrimp noodles drink,hearty drink,drink,8.05,"['rice', 'shrimp', 'noodles']",913,2.07,48,3.65
687,chicken noodles shrimp tofu appetizer,healthy appetizer,appetizer,19.74,"['chicken', 'noodles', 'shrimp', 'tofu']",123,4.6,96,8.16
688,vegetables fish beef shrimp drink,healthy drink,drink,13.42,"['vegetables', 'fish', 'beef', 'shrimp']",470,4.4,3,5.88
689,beef appetizer,mouth-watering appetizer,appetizer,11.91,['beef'],957,2.43,22,5.83
690,vegetables pork tofu appetizer,mouth-watering appetizer,appetizer,6.69,"['vegetables', 'pork', 'tofu']",320,3.64,53,2.16
691,vegetables dessert,mouth-watering dessert,dessert,10.3,['vegetables'],857,2.36,48,5.82
692,shrimp rice tofu drink,satisfying drink,drink,7.65,"['shrimp', 'rice', 'tofu']",857,3.17,94,3.55
693,shrimp appetizer,satisfying appetizer,appetizer,8.06,['shrimp'],961,2.85,83,2.69
694,beef chicken shrimp appetizer,hearty appetizer,appetizer,13.78,"['beef', 'chicken', 'shrimp']",480,3.19,75,3.7
695,chicken dessert,delicious dessert,dessert,16.21,['chicken'],796,3.29,10,6.48
696,vegetables beef dessert,mouth-watering dessert,dessert,14.28,"['vegetables', 'beef']",743,1.47,65,7.07
697,noodles appetizer,healthy appetizer,appetizer,6.65,['noodles'],244,4.58,69,3.32
698,bread dessert,mouth-watering dessert,dessert,8.76,['bread'],899,3.27,17,4.67
699,fish shrimp entree,satisfying entree,entree,14.28,"['fish', 'shrimp']",491,3.48,67,4.83
700,chicken dessert,tasty dessert,dessert,6.61,['chicken'],771,3.07,85,1.71
701,fish entree,mouth-watering entree,entree,19.13,['fish'],950,4.08,88,7.66
702,pork tofu noodles drink,satisfying drink,drink,15,"['pork', 'tofu', 'noodles']",338,2.27,38,5.23
703,pork tofu chicken appetizer,healthy appetizer,appetizer,9.67,"['pork', 'tofu', 'chicken']",182,2.61,66,2.67
704,rice pork tofu chicken appetizer,healthy appetizer,appetizer,12.23,"['rice', 'pork', 'tofu', 'chicken']",307,2.46,91,6.96
705,noodles chicken rice drink,healthy drink,drink,17.82,"['noodles', 'chicken', 'rice']",442,4.23,47,6.36
706,beef appetizer,delicious appetizer,appetizer,12.19,['beef'],632,1.85,74,3.85
707,vegetables noodles chicken beef entree,healthy entree,entree,15.88,"['vegetables', 'noodles', 'chicken', 'beef']",623,3.51,13,7.63
708,bread drink,delicious drink,drink,11.15,['bread'],964,2.43,13,6.23
709,rice beef tofu pork dessert,tasty dessert,dessert,5.24,"['rice', 'beef', 'tofu', 'pork']",218,3.04,74,2.92
710,bread vegetables pork dessert,satisfying dessert,dessert,16.14,"['bread', 'vegetables', 'pork']",249,1.74,82,3.24
711,pork entree,hearty entree,entree,15.27,['pork'],184,2.49,71,4.86
712,pork chicken fish entree,healthy entree,entree,9.94,"['pork', 'chicken', 'fish']",889,4.15,85,2.46
713,pork vegetables drink,hearty drink,drink,16.81,"['pork', 'vegetables']",439,2.84,39,6.6
714,noodles vegetables appetizer,delicious appetizer,appetizer,19.73,"['noodles', 'vegetables']",685,2.95,7,9.62
715,vegetables rice shrimp drink,satisfying drink,drink,7.35,"['vegetables', 'rice', 'shrimp']",662,2.84,24,3.72
716,fish bread pork dessert,mouth-watering dessert,dessert,10.68,"['fish', 'bread', 'pork']",263,1.48,40,4.16
717,chicken appetizer,delicious appetizer,appetizer,9.85,['chicken'],664,1.56,16,4.59
718,pork rice drink,satisfying drink,drink,16.69,"['pork', 'rice']",231,2.22,98,3.71
719,vegetables shrimp bread appetizer,healthy appetizer,appetizer,12.98,"['vegetables', 'shrimp', 'bread']",642,4.56,58,4.6
720,vegetables fish shrimp chicken entree,satisfying entree,entree,14.55,"['vegetables', 'fish', 'shrimp', 'chicken']",844,3.66,5,3.42
721,fish vegetables entree,tasty entree,entree,18.46,"['fish', 'vegetables']",358,4.64,43,6.6
722,chicken tofu entree,delicious entree,entree,14.29,"['chicken', 'tofu']",825,4.94,61,8.55
723,fish entree,tasty entree,entree,7.94,['fish'],569,2.06,83,4.09
724,rice pork drink,mouth-watering drink,drink,15.24,"['rice', 'pork']",279,2.92,36,8
725,beef pork shrimp chicken entree,mouth-watering entree,entree,18.28,"['beef', 'pork', 'shrimp', 'chicken']",671,3.95,92,7.04
726,chicken appetizer,mouth-watering appetizer,appetizer,9.86,['chicken'],927,1.29,30,3.98
727,rice chicken beef shrimp drink,satisfying drink,drink,14.25,"['rice', 'chicken', 'beef', 'shrimp']",709,1.51,63,5.84
728,chicken vegetables fish dessert,satisfying dessert,dessert,10,"['chicken', 'vegetables', 'fish']",695,1.92,51,3.84
729,shrimp pork beef chicken drink,delicious drink,drink,13.49,"['shrimp', 'pork', 'beef', 'chicken']",943,3.67,92,4.1
730,fish drink,tasty drink,drink,11.59,['fish'],697,3.23,72,4.32
731,beef fish tofu rice drink,hearty drink,drink,8.34,"['beef', 'fish', 'tofu', 'rice']",183,4.91,5,2.75
732,rice bread dessert,hearty dessert,dessert,10.96,"['rice', 'bread']",855,3.08,92,2.67
733,bread vegetables noodles beef appetizer,delicious appetizer,appetizer,6.33,"['bread', 'vegetables', 'noodles', 'beef']",187,2.07,47,2.26
734,bread appetizer,tasty appetizer,appetizer,6.71,['bread'],164,3.88,16,1.63
735,pork entree,mouth-watering entree,entree,9.89,['pork'],410,3.42,91,2.62
736,rice tofu appetizer,hearty appetizer,appetizer,13.98,"['rice', 'tofu']",202,4.4,1,7.37
737,vegetables pork drink,mouth-watering drink,drink,17.09,"['vegetables', 'pork']",848,4.1,74,6.5
738,beef appetizer,healthy appetizer,appetizer,14.62,['beef'],811,2.13,16,8.59
739,rice pork fish dessert,hearty dessert,dessert,15.19,"['rice', 'pork', 'fish']",274,4.77,68,6.94
740,vegetables tofu noodles chicken appetizer,tasty appetizer,appetizer,11.32,"['vegetables', 'tofu', 'noodles', 'chicken']",883,2.1,6,4.49
741,tofu beef dessert,delicious dessert,dessert,9.53,"['tofu', 'beef']",779,4.34,92,4.57
742,beef fish chicken dessert,healthy dessert,dessert,10.87,"['beef', 'fish', 'chicken']",173,1.36,28,2.42
743,pork shrimp noodles dessert,hearty dessert,dessert,11.37,"['pork', 'shrimp', 'noodles']",884,4.28,99,5.17
744,beef tofu drink,hearty drink,drink,16.33,"['beef', 'tofu']",298,2.33,4,4.51
745,beef pork chicken noodles drink,mouth-watering drink,drink,9.53,"['beef', 'pork', 'chicken', 'noodles']",324,3.22,36,3.22
746,rice chicken entree,healthy entree,entree,12.9,"['rice', 'chicken']",383,2.82,28,5.56
747,beef pork rice entree,mouth-watering entree,entree,17.95,"['beef', 'pork', 'rice']",744,4.4,30,10.55
748,beef rice dessert,satisfying dessert,dessert,9.29,"['beef', 'rice']",743,4.65,62,4.67
749,tofu bread drink,tasty drink,drink,19.13,"['tofu', 'bread']",452,2.28,37,7.22
750,fish beef drink,hearty drink,drink,7.58,"['fish', 'beef']",273,3.4,23,4
751,shrimp pork rice drink,delicious drink,drink,9.51,"['shrimp', 'pork', 'rice']",691,2.58,87,3.97
752,vegetables beef shrimp chicken dessert,hearty dessert,dessert,17.16,"['vegetables', 'beef', 'shrimp', 'chicken']",838,3.02,14,7.51
753,fish rice entree,delicious entree,entree,19.9,"['fish', 'rice']",146,4.97,66,4.91
754,shrimp noodles appetizer,mouth-watering appetizer,appetizer,13.65,"['shrimp', 'noodles']",843,3.59,38,8.12
755,shrimp chicken fish dessert,tasty dessert,dessert,15.71,"['shrimp', 'chicken', 'fish']",752,3.6,15,4.96
756,beef chicken entree,hearty entree,entree,16.3,"['beef', 'chicken']",486,1.5,76,6
757,shrimp noodles dessert,delicious dessert,dessert,8.46,"['shrimp', 'noodles']",166,3.45,33,3.5
758,vegetables rice drink,hearty drink,drink,8.35,"['vegetables', 'rice']",662,4,80,2.2
759,noodles fish drink,satisfying drink,drink,10.86,"['noodles', 'fish']",343,1.44,64,5.95
760,fish rice chicken appetizer,tasty appetizer,appetizer,9.31,"['fish', 'rice', 'chicken']",510,2.04,29,5.43
761,tofu fish entree,hearty entree,entree,15.52,"['tofu', 'fish']",449,3.68,12,7.48
762,bread shrimp drink,healthy drink,drink,16.6,"['bread', 'shrimp']",345,2.99,91,9.26
